tweet_id,text,created_at,user_name,user_screen_name,user_followers,favorite_count,retweet_count,reply_count,language,query,scraped_at,source
2026787892052504891,"@sendysantuy123 Sumber protein itu ga hanya telur ka, bisa tempe, dada ayam, ikan, susu atau yoghurt. Makanya bisa divariasikan ka supaya ga eneg juga.",Wed Feb 25 22:34:24 +0000 2026,,,1077,0,0,1,in,susu protein eneg,2026-05-13T14:21:29.276400,twitter
2024977291319935081,"@diethingy Klo bbmu di atas 60 emg better pake susu protein sih. Krna pasti eneg bgtt ngejar protein harian. Klo ak dibagi ya sahur sama buka, dan krna udah biasa IF jadi ga merasa eneg.",Fri Feb 20 22:39:43 +0000 2026,,,5398,0,0,0,in,susu protein eneg,2026-05-13T14:21:29.276412,twitter
2017172869416124603,"ㅤ

️️
Rekomen susu protein yang gak manis? eneg kalau bikin yang kentel karena manisnya luar biasa.
️️

️️",Fri Jan 30 09:47:43 +0000 2026,,,156,0,0,0,in,susu protein eneg,2026-05-13T14:21:29.276424,twitter
2015764930142830772,"1. WAJIB JAGA POLA MAKAN DENGAN DEFISIT KALORI!! 
Ribet? NO!!!! kamu bisa dibantu dengan Susu Herslim sebagai pengganti makanan yang sudah 
🩷 RENDAH KALORI. 
🩷 Bikin kenyang lebih tahan lama
🩷 Tinggi nutrisinya (protein, mineral, dan vitamin) juga tetap ada

Poin plusnya ini https://t.co/B15tvTM1SP",Mon Jan 26 12:33:05 +0000 2026,,,30,0,0,1,in,susu protein eneg,2026-05-13T14:21:29.276435,twitter
2012582061287338220,@luwmion Sepengetahuan ku susu whey protein itu biasanya dipergunakan untuk memenuhi kebutuhan protein perhari kalo misalkan hari itu ga memenuhi kebutuhan proteinnya dibandingkan kita makan dada ayam lagi dihari itu eneg kita bisa pakai susu whey buat memenuhi protein itu,Sat Jan 17 17:45:30 +0000 2026,,,166,0,0,0,in,susu protein eneg,2026-05-13T14:21:29.276446,twitter
2012363272847294687,"DAY 17 ngasih rekomendasi barang yang sedang/pernah dipake.
rekomendasi susu protein penambah berat badan buat yang lagi bulking. rasanya tetep enak dan ga eneg meskipun TANPA gula.
https://t.co/CpvMJ64z0I",Sat Jan 17 03:16:06 +0000 2026,,,0,0,0,0,in,susu protein eneg,2026-05-13T14:21:29.276458,twitter
1964644461662937102,"Tp dulu kebantu susu protein.. 
tp skrng mencoba nacyurall eneg bgt dah haha",Sun Sep 07 10:58:35 +0000 2025,,,152,0,0,1,in,susu protein eneg,2026-05-13T14:21:29.276469,twitter
1951942966089838870,"@chickenjune25 aku tuh dr awal ga suka bgt yg namanya susu kaa, apalagi putih eneg bgt. Tp alhamdulillah aku nyobain minum susu tp coklat sih, lg coba produk Alamon Go (susu protein tinggi) ceunah bisa naikin bb.. Tp ya itu jarang2 sih minumnya, semoga bisa konsisten 😭🙏",Sun Aug 03 09:47:23 +0000 2025,,,532,0,0,0,in,susu protein eneg,2026-05-13T14:21:29.276480,twitter
1947686966923038836,"Kukira bakal eneg kalo protein + susu. Gara"" emng ga doyan susu putih po mene full cream. Tp kok tak coba enak bngst :)",Tue Jul 22 15:55:33 +0000 2025,,,43,0,0,1,in,susu protein eneg,2026-05-13T14:21:29.276491,twitter
1946921699188081010,"Orang order whey protein, komplain karena menggumpal dan bikin dia eneg minumnya. Pas dikirim balik, dites normal aja. Ga menggumpal.

Whey protein klo kena air dingin atau panas pasti gumpal, beda dengan susu. Klo beli whey protein tapi bisa diseduh air panas malah curiga.",Sun Jul 20 13:14:39 +0000 2025,,,194,0,0,1,in,susu protein eneg,2026-05-13T14:21:29.276502,twitter
1944724965313630464,@aliennrss Aku bakal pilih susu protein karena diri ini susaaahhh banget menuhin protein harian dan gampang eneg sama makanan hehe,Mon Jul 14 11:45:37 +0000 2025,,,670,0,0,1,in,susu protein eneg,2026-05-13T14:21:29.276512,twitter
1943261991105343865,"Lebih memilih bikinin es krim coklat buat Hau, meskipun tentu lebih mahal karena pakai whipping cream cair, 2 kuning telur, susu, DCC, coklat bubuk, dan gula 1,5 sdm.
Nggak zonk, enak kok, nyoklat tapi nggak eneg. Tentu high calorie high protein less sugar.",Thu Jul 10 10:52:17 +0000 2025,,,515,0,0,1,in,susu protein eneg,2026-05-13T14:21:29.276525,twitter
1905578947368419666,"Kue Kering Emping Keju

200gr tepung terigu 
100gr emping melinjo
200gr gula halus
100gr margarin protein tinggi
1 kuning telur
30gram tepung maizena
2sdm susu bubuk
1sdt vanili
 Oven di suhu 160c selama 25 menit 

Menurut aku ini resepnya udh pas dan tidak eneg❤️✨ https://t.co/PPwtUmUT94",Fri Mar 28 11:13:19 +0000 2025,,,356,1,0,1,in,susu protein eneg,2026-05-13T14:21:29.276535,twitter
1902370753535684709,"@kudakembali Suplemen? Usually i'll suggest creatine, udah cukup. Susu protein? 50:50 apalagi kalo bisa trigger acne.
Protein hewani &gt; nabati, bingung makan apa? Dada ayam, telur, daging sapi, udang. Banyak variasinya, cuma kalo aku prefer dada ayam. Eneg? Yes, tapi demi badan, telen aja.",Wed Mar 19 14:45:06 +0000 2025,,,3316,0,0,1,in,susu protein eneg,2026-05-13T14:21:29.276546,twitter
1878742727942451378,"@rinprn7 HAHAHA MASALAHNYA KADANG DICAMPUR SUSU ATAU KOKOA PROTEIN GITU KAK, MALAH DITAMBAH DADA AYAM REBUS, DAMNNNN ITU ENEG BNGT, AKU MENDING DIMASAK BIASA AJA DARIPADA DI JUS😔😔",Mon Jan 13 09:55:46 +0000 2025,,,346,0,0,1,in,susu protein eneg,2026-05-13T14:21:29.276556,twitter
1876253302708679107,"@baizhoi @tanyarlfes knp harus bgt ada susu sih 😅 misal susunya diminum duluan, abs itu ga kemakan deh nasi sama lauknya karna udh eneg minum susu 😅 ga semua perut tahan minum susu 😅 mending diganti pake protein lain",Mon Jan 06 13:03:41 +0000 2025,,,585,0,0,1,in,susu protein eneg,2026-05-13T14:21:29.276564,twitter
1874496023252627668,Dah lama ga minum susu protein. Agak eneg jg y,Wed Jan 01 16:40:53 +0000 2025,,,697,0,0,1,in,susu protein eneg,2026-05-13T14:21:29.276573,twitter
1861196580843594218,"Sehari makan 7 telur udah eneg, temen nyaranin makan 10 telur sama dada ayam 2 biar ga ngstuck + dua kali minum susu protein.",Mon Nov 25 23:53:38 +0000 2024,,,769,0,0,0,in,susu protein eneg,2026-05-13T14:21:32.708362,twitter
1860317075153314231,@fibrianti13 @prophetofzorck Tambah whey protein atau susu vanilla biar ga eneg dan rasa ayamnya ga terlalu menonjol..,Sat Nov 23 13:38:48 +0000 2024,,,377,0,0,0,in,susu protein eneg,2026-05-13T14:21:32.708393,twitter
1858536156159431109,"@kurakuraina @tanyarlfes Yupss.. Perhari.. 
Misal makan 4 butir telur, 1 dada ayam, 50gr dari susu.. 
Itu dah mayan tuh ±100gr..

Emang beratnya disitu sih kudu bener2 ngitung.. dan part tersukit nih disini, bulkingnya ini.. kadang sampe eneg mo muntah, soalnya protein bikin eneg..",Mon Nov 18 15:42:04 +0000 2024,,,6727,12,1,2,in,susu protein eneg,2026-05-13T14:21:32.708397,twitter
1848011561346208060,plss knp susu protein kentel bgt malah bikin eneg 🤢,Sun Oct 20 14:41:05 +0000 2024,,,91,0,0,0,in,susu protein eneg,2026-05-13T14:21:32.708401,twitter
1839689678146126131,@hrvp_ Hmm menarik juga. Beberapa kali liat temenku ngejus dada campur susu protein gitu. Kepo rasanya tapi aku tau kayaknya aku bakal mual eneg wkwk 😭,Fri Sep 27 15:32:53 +0000 2024,,,3239,0,0,1,in,susu protein eneg,2026-05-13T14:21:32.708405,twitter
1836352268586955200,Gw kira susu whey protein bakal se-eneg itu ternyata sama kyk susu biasanya,Wed Sep 18 10:31:13 +0000 2024,,,306,0,0,0,in,susu protein eneg,2026-05-13T14:21:32.708410,twitter
1835366110973341838,"@Sigmahalim @Helbr4m_integer @tham878 Practicality &amp; quality om, makan ikan kembung 2 aja eneg apalagi lebih.. Susu cukup diteguk dpt protein, ditambah asupan makanan, misal telur atau tahu tempe, akan tercukupi kebutuhan protein. Protes kalau dikasih susu gula ky di Amrik, ini susu protein ikan kan lebih bagus 😅",Sun Sep 15 17:12:34 +0000 2024,,,1,0,0,1,in,susu protein eneg,2026-05-13T14:21:32.708414,twitter
1810651098275086398,susu apa yang high protein selain L-Men? udah gumoh minum itu rasanya eneg,Tue Jul 09 12:23:56 +0000 2024,,,519,0,0,1,in,susu protein eneg,2026-05-13T14:21:32.708418,twitter
1799980357963702758,"@isxthar Jawabannya mungkin bakal menjawab langsung karena untuk gemukin badan, beda cara tergantung badannya. 

1. Cek density makanan dulu, siapa tahu kualitas nya kurang tepat; 2. Cek metabolisme dari aktivitas dll; 3. Dibuatkan rencana makan, sesuai hasil keduanya td. 

Tp secara",Mon Jun 10 01:42:14 +0000 2024,,,29635,152,30,7,in,susu protein eneg,2026-05-13T14:21:32.708422,twitter
1793228929723187204,@angelarissa_ Bikin eneg ga kak rasanya? Soalnya susu protein,Wed May 22 10:34:28 +0000 2024,,,1656,0,0,0,in,susu protein eneg,2026-05-13T14:21:32.708425,twitter
1789679772488135066,"@diethingy 4pasang yah maksudnya, eneg deh drpd kyk temen gue, dada ayam dibikin jus 🥲. Mending susu protein",Sun May 12 15:31:23 +0000 2024,,,19,0,0,0,in,susu protein eneg,2026-05-13T14:21:32.708434,twitter
1776906778040529062,mungkin saking seringnya gw minum susu protein yg rasa vanilla itu gw jadi eneg. soalnya tiap minum susu itu gw hoek hoek 😭,Sun Apr 07 09:36:03 +0000 2024,,,702,0,0,1,in,susu protein eneg,2026-05-13T14:21:32.708437,twitter
1772944098929914163,"@jogmfs Nggak harus kalo makannya udah banyak konsumsi protein. Tapikan biasanya eneg ya kl makan protein banyak2, nah solusinya ya pake susu protein biar praktis.
Kalo mau ada otot, baiknya banyakin strength workout nya, nder. Yoga nya buat recovery aj, soalnya yoga gk akan bentuk otot.",Wed Mar 27 11:09:47 +0000 2024,,,231,0,0,0,in,susu protein eneg,2026-05-13T14:21:32.708440,twitter
1768565285148340270,"@pwettygirle @tanyakanrl Sepertinya gitu ya kak
Konsepnya mirip sama susu protein harus dibarengin olahraga yang pas dan pola makan yang teratur 😞 mana dia tuh kentel dan manis banget jdi eneg",Fri Mar 15 09:09:56 +0000 2024,,,150,0,0,0,in,susu protein eneg,2026-05-13T14:21:32.708444,twitter
1767892233720881562,"@diethingy Sahur itu sebaiknya konsumsi sesuatu ya Nder, ga mesti makan yg berat², bisa susu protein, mam protein atau serat kaya buah klo memang eneg, mam Karbo kompleks kaya jagung rebus, ubi rebus, oatmeal, kentang rebus, tambah protein kaya telur, tahu tempe juga bisa.",Wed Mar 13 12:35:29 +0000 2024,,,243,0,0,0,in,susu protein eneg,2026-05-13T14:21:32.708447,twitter
1757983486718455832,Sangking eneg  ayam2 dl jijik bngt sm lemak ayam..jmn kecil jd milih2 mkan.Pdhl protein melimpah tp gw milih minum susu ga doyan makan ..ya namany sm eyang2 ya kaya princess ..gw mau durian aja itu besoknya dibawain duren seember yha udah dibuka itu duren gw tinggal makan haha,Thu Feb 15 04:21:39 +0000 2024,,,4104,0,0,0,in,susu protein eneg,2026-05-13T14:21:32.708450,twitter
1754490060685422912,"diet! ges kalau susu protein gtu kan biasanya ada busanya ya, nah sender eneg banget minum kalau busanya gtu, biasanya sender buang, di busanya tu ada protein juga kah?😭😭 makasi, kalau ada proteinnya ga sender buang lagi😭",Mon Feb 05 13:00:01 +0000 2024,,,276769,0,0,1,in,susu protein eneg,2026-05-13T14:21:32.708454,twitter
1753392483445449126,"bulan lalu kontrol bb ku 55,6kg
hari ini disuruh nimbang sm ibu, bb ku 56,8kg

dimarahin krn makannya dikit.
pdhl aku udh makan 4-5x sehari dan itu buah sayur protein karbo gizi seimbang + vitamin blekmorz yg gede bgt

sdg dlm proses memaksaku minum susu hamil pdhl aku eneg bgttt",Fri Feb 02 12:18:39 +0000 2024,,,312,0,0,0,in,susu protein eneg,2026-05-13T14:21:32.708457,twitter
1741653385684881827,"@ohmybeautybank Sorry oot guys. Mo minta saran dong whey protein yg gak bikin eneg, soalnya akuu kalau minum susu/yg ada kandungan susu suka muall:((",Mon Jan 01 02:51:40 +0000 2024,,,35,0,0,1,in,susu protein eneg,2026-05-13T14:21:32.708460,twitter
1735153116247666871,susu protein eneg bgt brother what r u on actually,Thu Dec 14 04:21:55 +0000 2023,,,756,0,0,1,en,susu protein eneg,2026-05-13T14:21:32.708464,twitter
1719660812024107308,SEGO GORENG FAVKU PISAN PLEASE AK MAU MAKAN ENAK WES ENEG MAEM SUSU PROTEIN DAN KRIM SUP INSTAN CAIR IKU,Wed Nov 01 10:21:01 +0000 2023,,,470,0,0,0,in,susu protein eneg,2026-05-13T14:21:36.898146,twitter
1717767249334006023,"@FOODFESS2 KEK ya ndeeer, bumil? Mayan sekali itu 😂
Susu hamil yg dari puskesmas juga enak tuh, gak eneg kayak yg beli2 di luar. Kalo KEK biasanya dikasih banyakan, ada tambahan suplemen protein juga yg creamyy.",Fri Oct 27 04:56:41 +0000 2023,,,183,0,0,0,in,susu protein eneg,2026-05-13T14:21:36.898165,twitter
1704379834770784352,"@diethingy Minum susu protein sih, tp saranku yg ada rasanya soalnya aku kalo yg iri gitu eneg wkwk",Wed Sep 20 06:19:53 +0000 2023,,,8940,0,0,0,in,susu protein eneg,2026-05-13T14:21:36.898169,twitter
1663736961956446209,"Ini salah satu susu tinggi kalori &amp; protein rekomendasi gw

1x minum sekitar 500 kalori &amp; 15gr protein, jadi setara 4 gelas susu biasa / 1x makan besar.

biasa gw makan 3x &amp; minum susu 2x.

Pricingnya cukup murah di 14.500 / 1x minum &amp; enak ga bikin eneg https://t.co/bUFwcmyMZS",Wed May 31 02:39:37 +0000 2023,,,123,9,0,0,in,susu protein eneg,2026-05-13T14:21:36.898172,twitter
1663586410853732353,"@yedamlife @tanyakanrl Kalo saya nggak dikasih susu tapi yang penting ada protein dan sayur itu sudah cukup, cheat day nya hanya minta nasi + mie tapi nggak boleh tiap hari, karena eneg juga",Tue May 30 16:41:22 +0000 2023,,,189,0,0,0,in,susu protein eneg,2026-05-13T14:21:36.898175,twitter
1649812428635639809,"@telyufess Makan sehari 3-4 kali (banyakin protein), sehari mam 2 alpukat, malemnya minum susu full cream, olahraganya angkat beban. Waktu itu aku rutin kayak gitu sebulan naik 5 kg, tp abis itu udahan soalnya eneg sendiri 😃👍🏽",Sat Apr 22 16:28:29 +0000 2023,,,53,0,0,0,in,susu protein eneg,2026-05-13T14:21:36.898177,twitter
1644467451080613888,"@FFOODFESS Kalo aku ganti nasi pake bubur polos pas awal2 tp karna makan itu 3x sehari akhirnya eneg jg dan jadi sekarang minum Energen aja soalnya aku jg kurang cocok sm susu hamil.
Terus aku jg stock Fitbar sm Soyjoy buat serat sm protein nabati nya. Semangat semangat!",Fri Apr 07 22:29:27 +0000 2023,,,327,0,0,0,in,susu protein eneg,2026-05-13T14:21:36.898180,twitter
1633459643291951111,"@resthir Aku sukaaa cokelatnya ga eneg kek cokelat susu gitu.. jadi ga bikin mual basiannya. Ayooo buka kak!

Dia jenisnya ada 2 aku baru tau😅 realmeals sama realpro. Yang realpro lebih fokus ke protein kayaknya. Tar aku coba deh😆",Wed Mar 08 13:28:21 +0000 2023,,,23242,0,0,1,in,susu protein eneg,2026-05-13T14:21:36.898183,twitter
1613339303916212224,"Racikan enyak protein shake stroberi tu emang setengah gelas air putih+satu gelas susu+satu sendok protein. 
Gak eneg gak terlalu manis enyaak 🤤",Thu Jan 12 00:57:19 +0000 2023,,,375,0,0,1,in,susu protein eneg,2026-05-13T14:21:36.898197,twitter
1610757504941838336,"Di indo banyak waktu buat olahraga, tapi mau beli susu protein mahal, duit bokek, jadinya makan dada ayam sampe eneg.

Di aussie, semua makanan tinggi protein, harganya murah, tapi gaada waktu buat olahraga. Suekkk",Wed Jan 04 21:58:10 +0000 2023,,,15493,0,0,0,in,susu protein eneg,2026-05-13T14:21:36.898200,twitter
1604755500415201280,Ada ga si protein shake yang rasanya kaya nutrisari? Jujur abid workout minum rasa rasa susu vanilla/coklat bikin eneg and not at all refreshing,Mon Dec 19 08:28:20 +0000 2022,,,4211,0,0,0,in,susu protein eneg,2026-05-13T14:21:36.898203,twitter
